,Ритм магического ядра,Поток Энергий,Пламя Стихий,Печать Чародея,Эмульсия Истока,Дыхание Истока,Тип Вектора Мощи,Общая сила потоков,Общая сила ядра,Общее давление,Магическая производительность,Эффективность ядра,Магическая мощность
5872,201.5132719743125,8472.602,716.134,25.659,0.508,0.975,Выше среднего,21979.391000000003,4358514.236957375,13.298,15.19015748031496,8579752.434955463,-134.2024585439999
9040,201.51526164965972,8473.022,695.981,24.572,0.486,0.988,Выше среднего,21977.567,4358194.140982804,13.158,15.877777777777778,8967477.656343218,-255.913020972
4335,280.44767235134816,9130.072,829.047,44.177,0.875,0.968,Сильный,39651.988,10933941.846995948,18.484,,12495933.53942394,1504.8956545000005
8204,241.57287181754228,8791.227,780.838,34.77,0.688,0.985,Выше среднего,30253.203,7189498.794309111,15.918,13.459186046511627,10449852.898705104,491.04712339199955
5169,162.04900393893797,7746.308,649.413,17.618,0.349,0.972,Ниже среднего,14948.48,2385514.960436901,10.672,17.68848137535817,6835286.419589975,-322.4957059359999
2856,162.04973697722383,7774.899,651.353,17.672,0.35,0.962,Ниже среднего,14950.392,2385831.0531598544,10.632000000000001,17.637942857142857,6816660.151885299,-314.9884164000002
10154,145.21844489610626,7040.824,578.453,12.027,0.238,0.993,Ниже среднего,8495.600999999999,1216202.878601996,8.913,19.453613445378153,5110096.128579815,-334.203505818
1808,372.8476718799556,9784.225,1091.654,90.112,1.784,0.957,Сильный,74066.084,27134529.204492655,26.853,7.785807174887892,15209937.894894985,17037.872321808
6182,372.84442556754686,9756.414,1077.048,89.453,1.771,0.976,Сильный,74058.34199999999,27131230.40529483,27.225,7.842958780350085,15319723.54900894,16443.791317799998
2275,323.3269563209299,9319.842,927.391,60.346,1.195,0.959,Сильный,51870.587,16487953.056325018,21.85,10.331849372384937,13797450.256338926,4997.36255325
3761,372.84212173293423,9760.342,1096.302,91.193,1.805,0.966,Сильный,74051.772,27128612.440894615,27.404000000000003,7.695224376731302,15029702.183321116,17822.05739444
8055,141.0868316776152,6631.348,474.821,12.291,0.106,0.984,Слабый,1096.6589999999999,152657.50383032812,7.2,14.559622641509435,1440165.1304747935,-199.33181279999997
7541,372.8426453317099,9745.216,1074.856,89.52,1.772,0.982,Сильный,74052.235,27128827.639068287,27.413999999999998,7.838532731376975,15309722.143943729,16460.813936447998
11780,372.8412839748933,9727.597,1052.964,87.834,1.739,1.0,Сильный,74049.453,27127822.57951703,27.470000000000002,7.98728004600345,15599667.958319165,15141.47487812
2045,145.22148176900473,7142.349,586.824,12.308,0.244,0.958,Ниже среднего,8500.884,1216979.83354727,8.827,18.975245901639347,4987622.268636352,-321.2934786880001
9277,323.3189976195408,9302.413,909.254,59.351,1.175,0.989,Сильный,51869.529,16487161.1620511,22.026999999999997,10.507710638297873,14031626.520894554,4484.112383150001
4862,145.2206440109638,7117.307,580.658,12.074,0.239,0.97,Ниже среднего,8499.593,1216785.9140286525,8.827,19.37221757322176,5091154.45200273,-327.71771632599996
4464,140.55726387597508,6637.028,477.887,13.666,0.106,0.969,Слабый,782.581,107998.71982900809,7.167,14.559622641509435,1018855.8474434725,-196.088962326
1295,372.8464152428941,9782.759,1098.333,90.787,1.797,0.955,Сильный,74063.311,27133236.812607393,26.977999999999998,7.7294824707846415,15099185.761050303,17565.710354178
11507,241.56983494464384,8780.01,770.466,34.203,0.677,0.999,Выше среднего,30252.917,7189330.144697848,15.908000000000001,13.677872968980795,10619394.600735372,371.1890316560001
591,280.4475676315932,9137.962,839.928,44.754,0.886,0.952,Сильный,39642.164000000004,10931298.752627486,18.419999999999998,12.193273137697517,12337808.975877523,1696.11743136
6286,201.5165182867212,8489.673,696.459,24.526,0.485,0.976,Выше среднего,21982.535,4359189.403773408,13.068,15.910515463917525,8988019.389223523,-250.61006718000033
221,241.6099426108546,8853.161,774.103,34.042,0.674,0.95,Выше среднего,30291.368000000002,7199633.2036849605,15.522,13.73875370919881,10681948.373419821,398.62703228399954
7828,323.3210920146432,9303.584,918.406,60.071,1.189,0.983,Сильный,51869.866,16487403.434085516,22.107,10.383986543313709,13866613.485353671,4794.582386537999
8057,145.2191779343921,7063.025,581.588,12.142,0.24,0.984,Ниже среднего,8496.783000000001,1216375.7294058453,8.9,19.291500000000003,5068232.205857689,-329.8240320000001
7018,323.32035897635734,9311.579,906.68,58.883,1.166,0.979,Сильный,51869.27,16487201.806862108,21.793,10.588816466552316,14139967.244307127,4337.087693839999
6323,241.5673216705209,8798.471,786.052,35.044,0.694,0.977,Выше среднего,30252.889,7189288.683746197,15.914000000000001,13.342824207492795,10359205.596176077,552.7901044320002
858,162.05109833404038,7819.961,645.004,17.333,0.343,0.953,Ниже среднего,14952.92,2386250.714196048,10.511999999999999,17.99790087463557,6956999.166752326,-328.0966335359999
3941,372.8466246824044,9776.49,1078.765,89.09,1.764,0.966,Сильный,74069.166,27135394.05805522,26.84,,15382876.450144682,16228.469426400005
4924,141.5591177732049,6768.169,522.776,17.348,0.16,0.971,Слабый,3144.52,438448.5074148276,7.7669999999999995,19.2915,2740303.1713426723,-264.97772928000006
7700,241.6355989508589,8817.634,758.573,33.287,0.659,0.982,Выше среднего,30282.967,7198449.901621942,15.611,14.051471927162366,10923292.718697939,232.22310087699978
6678,137.62678624870654,6631.14,536.745,29.929,0.191,0.978,Слабый,2561.57,351016.2925666086,7.533,8.080209424083769,1837781.6364743905,-286.688691765
841,201.51620412745584,8505.549,715.143,25.459,0.504,0.953,Выше среднего,21988.717,4360425.156819648,13.105,15.310714285714285,8651637.215912,-137.7588164399998
11758,201.51348141382272,8453.165,699.455,24.848,0.492,1.0,Выше среднего,21971.915999999997,4357025.753523782,13.297,15.684146341463414,8855743.4014711,-239.08192157999974
7403,241.58596178693224,8810.79,766.382,33.784,0.669,0.981,Выше среднего,30259.049,7191305.510771052,15.699,,10749335.591586025,319.0909350419995
8449,323.29920558582324,9298.021,926.007,60.84,1.204,0.986,Сильный,51865.464,16484809.235754974,22.313,10.254617940199337,13691702.023052305,5104.509933963998
5598,137.49347800043918,6668.305,576.053,31.529,0.24,0.973,Слабый,4142.210999999999,568015.9436784523,7.805,6.4305,2366733.098660218,-299.61272039999994
9216,140.51338629857997,6619.671,580.345,21.83,0.237,0.989,Слабый,4435.843,621315.4874059048,7.985,,2621584.335046012,-294.56852647499994
3703,201.51662300647635,8499.318,703.085,24.841,0.492,0.965,Выше среднего,21985.957000000002,4359888.513545236,13.059,15.684146341463414,8861562.019400885,-211.47979661999975
994,201.5143191718637,8496.344,723.364,25.937,0.513,0.954,Выше среднего,21986.832000000002,4360008.5457812995,13.212,,8499041.999573683,-85.64372481599978
6277,201.5164135669661,8488.766,697.393,24.58,0.487,0.976,Выше среднего,21982.122,4359120.033518221,13.078999999999999,15.84517453798768,8950965.161228381,-245.90624411099978
11067,280.4370956560811,9113.282,816.241,43.647,0.864,0.997,Сильный,39677.534,10940559.48564735,18.705000000000002,12.50375,12662684.589869618,1296.7844299199999
1554,280.44777707110336,9137.488,834.125,44.369,0.878,0.956,Сильный,39643.523,10931653.26917545,18.384,12.304373576309796,12450630.147124657,1583.8505400000001
4622,241.62554585436743,8827.302,769.443,33.898,0.671,0.969,Выше среднего,30285.555,7198776.224823667,15.634999999999998,13.800178837555885,10728429.545191754,350.8533556549998
7957,144.69065733030317,6756.957,513.648,0.898,0.139,0.984,Слабый,3412.112,485284.651390341,7.8580000000000005,22.206043165467623,3491256.484822597,-242.86664022399998
3772,141.06578300683617,6781.418,537.482,20.706,0.18,0.966,Слабый,3551.117,494509.9111066054,7.846,17.148,2747277.2839255854,-280.36300104000003
5514,280.44735819208285,9128.153,824.705,43.919,0.87,0.973,Сильный,39654.717,10934705.035670187,18.486,12.417517241379311,12568626.477781825,1426.6265481000007
11237,241.56920662611304,8776.989,775.424,34.522,0.683,0.998,Выше среднего,30252.289,7189198.3909986345,15.962,,10525912.724741777,429.8022615039998
6967,145.88791829058624,6824.582,567.403,0.0,0.21,0.979,Слабый,5817.925,839628.5902498927,8.267,14.698285714285715,3998231.3821423464,-292.69619378999994
6586,323.3108294786415,9302.91,930.211,61.052,1.209,0.978,Сильный,51867.799999999996,16486226.372853689,22.257,10.212208436724564,13636250.101615954,5225.9680604430005
3559,201.5139002928432,8484.793,718.459,25.728,0.509,0.965,Выше среднего,21983.175,4359282.294850678,13.244,15.160314341846757,8564405.294402119,-118.24731903600036
2848,201.5139002928432,8486.761,721.037,25.856,0.512,0.962,Выше среднего,21983.815,4359399.172912848,13.25,15.071484374999999,8514451.509595407,-101.50899199999976
7146,142.19392892874026,6659.3,646.822,13.478,0.313,0.98,Слабый,7065.19,1002361.122276638,8.493,4.93073482428115,3202431.700564339,-237.062680002
10175,241.57077742243987,8794.159,764.671,33.769,0.669,0.993,Выше среднего,30254.203999999998,7189667.6458294885,15.781,13.841434977578473,10746887.362973824,302.69376711900054
3827,145.2203298516984,7098.238,591.219,12.508,0.248,0.966,Ниже среднего,8498.894,1216684.3866821802,8.905,18.6691935483871,4905985.430170082,-319.7401516399999
2513,145.2213770492496,7137.71,585.92,12.275,0.243,0.96,Ниже среднего,8500.696,1216949.911703138,8.828,19.053333333333335,5008024.327996452,-321.95221632000005
8675,372.8403414970972,9735.804,1073.0,89.567,1.773,0.987,Сильный,74047.523,27126946.43292905,27.567999999999998,7.834111675126904,15300026.188905274,16471.907568
1463,241.6291063260415,8827.994,790.46,35.165,0.696,0.956,Выше среднего,30285.291,7198813.196419935,15.786999999999999,13.30448275862069,10343122.408649333,598.3929739200004
10425,162.0484803401624,7721.232,629.1,16.714,0.331,0.994,Ниже среднего,14945.794,2385083.657838944,10.586,18.650392749244713,7205690.809181099,-374.57396539999996
6369,280.44526379698044,9121.685,831.257,44.507,0.881,0.977,Сильный,39661.916,10936629.399710033,18.661,12.262474460839956,12413881.270953499,1566.0575626369991
6507,146.32889317939512,6707.393,601.447,0.0,0.249,0.977,Слабый,5937.464,865815.1839998811,8.275,,3477169.413654141,-277.243092675
4640,241.6226137012241,8829.35,767.31,33.757,0.668,0.969,Выше среднего,30286.189000000002,7198831.907452775,15.608,13.862155688622753,10776694.472234692,326.4425686399995
2835,139.58850142136313,6654.459,656.018,26.645,0.321,0.962,Слабый,6438.9400000000005,896939.874733111,8.416,4.80785046728972,2794205.217237106,-216.07425235199995
7484,241.6307818421234,8820.744,756.979,33.173,0.657,0.981,Выше среднего,30283.893,7198541.262572584,15.582,,10956683.80909069,214.76986914600045
6745,201.5163088472109,8486.88,696.371,24.533,0.486,0.978,Выше среднего,21981.905,4359059.933082982,13.081999999999999,,8969259.121569922,-251.9553169080001
2233,141.1185617634165,6825.439,532.336,19.896,0.175,0.959,Слабый,3554.044,495080.0410178765,7.774000000000001,17.637942857142857,2829028.805816437,-277.0746888
3050,372.8426453317099,9763.048,1100.639,91.533,1.812,0.963,Сильный,74050.907,27128331.758349996,27.41,7.6654966887417215,14971485.517853199,18110.496041879996
9558,138.17447056798238,6627.465,498.4,25.508,0.148,0.99,Слабый,1722.6219999999998,236434.20547405054,7.295,10.427837837837838,1597528.4153652065,-256.527216
10982,145.21896849488186,7069.443,566.301,11.516,0.228,0.996,Ниже среднего,8496.694,1216361.921937429,8.812999999999999,20.306842105263158,5334920.710251882,-340.98706143599986
400,201.5169371657417,8510.27,713.337,25.342,0.502,0.951,Выше среднего,21989.784,4360659.261208802,13.068,15.371713147410357,8686572.23348367,-148.67236216800006
7405,323.3211967343984,9306.774,914.52,59.663,1.181,0.981,Сильный,51869.931000000004,16487383.231779698,21.991,10.45432684165961,13960527.715308804,4636.40915092
4830,280.44798651061353,9130.614,824.68,43.865,0.869,0.97,Сильный,39651.939,10933962.789154693,18.439,12.43180667433832,12582235.660707358,1420.9631818799992
11714,241.569101906358,8775.988,773.31,34.399,0.681,1.0,Выше среднего,30252.339,7189198.173325116,15.953,,10556825.511490624,405.3355788299994
6137,372.84316893048543,9752.066,1081.447,89.983,1.781,0.976,Сильный,74053.353,27129513.738661725,27.367,7.798921953958451,15232742.132881373,16837.30337526899
8128,145.11561009657876,6806.534,590.725,3.235,0.244,0.984,Слабый,6660.658,957877.0875069557,8.438,12.65016393442623,3925725.76847113,-299.10262979999993
4918,201.51306253480223,8474.567,720.209,25.868,0.512,0.971,Выше среднего,21980.303,4358679.784031951,13.314,15.071484374999999,8513046.453187404,-107.64358348800037
5398,323.3117719564376,9304.908,935.722,61.451,1.217,0.973,Сильный,51868.311,16486435.764140693,22.279,10.145078060805258,13546783.701019468,5415.171035046
8265,162.0485850599175,7729.212,638.252,17.127,0.339,0.985,Ниже среднего,14946.770999999999,2385237.686857817,10.63,18.210265486725664,7036099.371261997,-352.2417603600002
1023,280.44767235134816,9134.936,842.659,45.005,0.891,0.954,Сильный,39645.017,10932029.474318184,18.498,12.124848484848485,12269393.349403124,1757.923560162
3298,201.5133766940676,8483.034,721.945,25.921,0.513,0.964,Выше среднего,21982.997,4359235.50166052,13.277000000000001,15.042105263157893,8497535.09095618,-95.73002455499967
8379,144.34780485204143,6673.349,460.73,0.0,0.084,0.985,Слабый,1162.5739999999998,165199.71134974793,7.169,18.372857142857143,1966663.230354142,-165.76649292
4403,145.220853450474,7124.434,580.758,12.074,0.239,0.968,Ниже среднего,8499.918,1216833.703907091,8.818,19.37221757322176,5091354.4096531,-327.1728254839999
59,241.62303258024457,8834.58,793.671,35.321,0.699,0.95,Выше среднего,30287.210000000003,7199056.774054703,15.772,13.247381974248928,10299079.791208446,635.8013213880006
4773,162.04963225746872,7766.623,643.269,17.314,0.343,0.97,Ниже среднего,14949.446,2385677.184734171,10.595,17.99790087463557,6955327.069195833,-336.992336135
4397,241.6232420197548,8829.402,768.892,33.853,0.67,0.968,Выше среднего,30286.275999999998,7198848.936024516,15.620000000000001,13.820776119402984,10744550.650782859,344.2279368000006
5700,162.04931809820337,7755.621,642.325,17.283,0.342,0.974,Ниже среднего,14948.689,2385558.314946136,10.609,18.050526315789472,6975316.710368818,-339.8789416499999
6671,145.21970153316772,7081.406,582.645,12.174,0.241,0.978,Ниже среднего,8497.749,1216516.6216603639,8.882,,5047786.81186873,-328.26588551
7495,323.2938648783121,9299.333,930.792,61.193,1.211,0.982,Сильный,51863.24,16483932.357140612,22.338,10.19534269199009,13611835.14214749,5269.380335856001
1328,241.6161210764067,8840.449,778.925,34.401,0.681,0.955,Выше среднего,30289.164999999997,7199321.758520663,15.629999999999999,13.597533039647574,10571691.275360737,456.89498774999953
10690,323.3173221034589,9299.595,904.325,59.023,1.168,0.995,Сильный,51869.069,16486976.786553048,22.032,10.57068493150685,14115562.317254322,4331.570515200001
